Customer ID,Gender,Age,Transaction Amount,Transaction Date,Category
427254,M,46,193.88,2023-09-18,Clothing
791656,,60,14.38,2023-05-26,Restaurant
973920,F,40,357.63,2023-08-15,Market
248883,F,20,922.03,2023-08-24,Travel
921548,M,69,97.01,2023-04-10,Restaurant
398500,F,51,186.46,2023-02-16,Market
635707,M,53,603.3,2023-01-25,Electronics
839391,M,28,2093.72,2023-01-12,Travel
121448,M,32,136.22,2023-01-27,Clothing
487763,F,61,854.49,2023-01-08,Electronics
876792,F,21,2155.2,2023-09-11,Travel
23335,,33,186.69,2023-06-20,Clothing
54775,F,52,106.84,2023-02-08,Cosmetic
959627,M,48,153.27,2023-02-16,Cosmetic
752222,M,38,27.87,2023-04-20,Market
874305,F,55,69.11,2023-02-08,Cosmetic
786423,F,55,452.87,2023-08-16,Electronics
831606,M,31,60.15,2023-10-03,Restaurant
47072,F,74,39.55,2023-07-02,Cosmetic
505375,M,63,49.48,2023-01-04,Market
878220,F,46,295.68,2023-08-04,Clothing
859487,,23,732.49,2023-09-17,Electronics
257393,M,31,121.32,2023-04-21,Cosmetic
256662,,31,152.71,2023-04-17,Cosmetic
292468,M,60,249.97,2023-03-05,Market
563062,M,34,137.23,2023-07-27,Cosmetic
193532,M,55,1511.42,2023-03-31,Travel
332888,F,37,94.48,2023-09-12,Cosmetic
115576,F,72,166.25,2023-05-01,Cosmetic
763199,M,63,99.79,2023-06-11,Cosmetic
43261,F,43,43.11,2023-08-28,Cosmetic
169136,M,42,19.57,2023-07-15,Restaurant
49612,M,28,396.15,2023-02-26,Market
802005,F,23,2059.91,2023-09-09,Travel
210119,F,43,403.71,2023-08-20,Market
787938,M,45,868.1,2023-01-17,Electronics
275245,F,59,536.53,2023-01-02,Electronics
171463,F,66,186.59,2023-10-03,Cosmetic
651437,M,32,999.25,2023-09-13,Electronics
736877,M,35,91.79,2023-09-21,Cosmetic
634129,F,33,315.77,2023-01-09,Market
247432,M,41,106.51,2023-04-26,Cosmetic
397806,M,30,14.46,2023-03-09,Restaurant
52295,F,19,535.89,2023-05-30,Electronics
966294,M,25,2620.6,2023-04-14,Travel
396504,M,35,137.21,2023-01-13,Cosmetic
986107,F,51,141.92,2023-02-24,Clothing
252620,,50,589.99,2023-07-28,Electronics
775305,F,20,401.77,2023-05-30,Travel
380211,,34,240.97,2023-04-04,Electronics
845140,F,24,1878.68,2023-03-14,Travel
696061,M,28,376.71,2023-01-06,Market
470869,M,43,297.79,2023-05-11,Market
635585,F,22,314.76,2023-09-29,Market
188151,M,50,51.13,2023-09-06,Cosmetic
770991,M,41,281.69,2023-01-29,Electronics
112108,M,63,134,2023-03-24,Market
357747,F,60,47.81,2023-08-18,Restaurant
685268,M,60,206.05,2023-07-06,Market
405026,F,57,622.47,2023-04-30,Electronics
156448,F,36,147.69,2023-06-19,Cosmetic
420408,M,47,1350.28,2023-01-03,Travel
814932,F,58,152.27,2023-05-17,Clothing
972153,M,33,186.03,2023-01-10,Market
641258,,38,451.15,2023-04-08,Market
895395,M,60,245.2,2023-04-14,Clothing
948315,F,75,89.99,2023-07-06,Restaurant
427527,M,50,2118.11,2023-09-10,Travel
168809,F,73,85.82,2023-05-11,Restaurant
185558,M,68,93.61,2023-09-04,Restaurant
259612,F,43,39.98,2023-08-11,Restaurant
696965,,22,12.87,2023-05-07,Restaurant
783982,F,74,189.52,2023-04-01,Clothing
40373,M,32,38.09,2023-08-16,Restaurant
592593,M,45,824.34,2023-09-21,Travel
8785,M,19,534.34,2023-04-19,Electronics
945570,F,22,15.97,2023-05-13,Restaurant
169862,M,66,496.32,2023-09-04,Electronics
549387,M,55,139.65,2023-09-18,Clothing
902269,M,41,134.79,2023-10-12,Cosmetic
397143,F,26,93.04,2023-08-07,Clothing
171265,F,66,48.7,2023-01-10,Cosmetic
299500,F,22,63.6,2023-03-19,Clothing
963480,M,61,214.66,2023-01-23,Market
846861,M,54,86.92,2023-09-04,Restaurant
846472,M,62,478.37,2023-07-17,Market
623606,,57,2923.04,2023-07-15,Travel
989911,F,41,72.78,2023-01-31,Restaurant
433034,F,53,1880.65,2023-03-30,Travel
80000,F,20,431.71,2023-05-05,Market
131139,M,60,101.74,2023-05-05,Clothing
404737,M,29,258.99,2023-05-20,Electronics
400933,F,65,685.69,2023-01-05,Travel
595142,F,21,103.5,2023-05-10,Cosmetic
813998,M,59,135.85,2023-02-05,Cosmetic
358722,M,59,61.55,2023-05-12,Market
979678,F,68,206.32,2023-03-09,Clothing
268701,,34,186.13,2023-08-21,Cosmetic
482044,M,32,2280.63,2023-02-04,Travel
714884,M,44,51.73,2023-02-03,Cosmetic
662555,M,66,73.7,2023-08-02,Clothing
779033,F,33,953.39,2023-09-10,Electronics
440966,F,23,123.32,2023-05-09,Cosmetic
165724,M,60,717.79,2023-01-04,Electronics
967473,M,29,79.52,2023-01-20,Clothing
960925,F,36,18.61,2023-05-16,Cosmetic
638865,M,19,71.89,2023-05-22,Clothing
967758,F,49,2834.47,2023-02-26,Travel
880015,M,49,41.81,2023-02-27,Restaurant
826828,M,52,1347.08,2023-09-19,Travel
380680,F,35,2268.89,2023-04-08,Travel
682316,F,28,451.51,2023-09-06,Electronics
735379,F,67,123.88,2023-06-22,Cosmetic
592011,,32,1312.29,2023-04-15,Travel
355634,F,19,189.35,2023-09-29,Cosmetic
339414,F,74,527.82,2023-10-13,Travel
628346,F,49,35.54,2023-01-21,Clothing
349312,M,23,803.22,2023-01-09,Electronics
255173,F,48,81.46,2023-04-06,Restaurant
783288,F,21,80.37,2023-05-25,Cosmetic
996393,F,47,67.38,2023-04-18,Clothing
587022,M,25,60.84,2023-05-16,Restaurant
476485,,32,782.04,2023-01-31,Electronics
224798,M,55,644.82,2023-04-13,Electronics
569952,M,40,82.31,2023-05-02,Restaurant
191374,F,44,39.31,2023-05-15,Restaurant
504434,M,59,166.6,2023-04-14,Clothing
713261,M,24,327.71,2023-07-03,Market
307157,,40,224.12,2023-02-21,Electronics
944474,M,53,1936.66,2023-01-26,Travel
308657,M,53,310.8,2023-01-16,Market
365131,F,43,104.13,2023-03-01,Cosmetic
309686,,33,84.11,2023-04-20,Restaurant
126494,F,67,781.57,2023-07-17,Travel
779147,M,48,85.99,2023-05-20,Cosmetic
200367,M,56,679.19,2023-01-13,Electronics
325482,M,50,1289.01,2023-02-13,Travel
206998,F,67,83.08,2023-09-13,Market
684394,M,24,237.35,2023-07-06,Electronics
251039,M,69,191.39,2023-01-15,Cosmetic
962977,M,69,80.24,2023-05-24,Restaurant
752162,F,43,84.54,2023-06-23,Electronics
786316,F,23,38.98,2023-06-10,Cosmetic
913999,M,53,249.49,2023-09-20,Clothing
410880,F,58,482.44,2023-04-01,Travel
405198,M,31,109.05,2023-07-01,Cosmetic
198782,F,21,589.08,2023-10-13,Travel
336715,F,31,2398.66,2023-04-08,Travel
853735,M,69,63.94,2023-01-13,Restaurant
156839,F,37,124.7,2023-04-13,Cosmetic
953698,F,23,448.84,2023-03-09,Electronics
325006,F,61,175.47,2023-03-04,Clothing
107595,M,40,379.34,2023-08-19,Market
374929,F,61,386.14,2023-07-03,Market
204256,F,42,83.76,2023-01-18,Restaurant
635073,F,51,7.99,2023-08-12,Market
476252,M,69,49.37,2023-03-26,Restaurant
285837,M,38,1916.76,2023-06-01,Travel
683912,M,41,249.66,2023-01-27,Electronics
294961,,65,158.31,2023-04-04,Market
900673,F,46,1007.66,2023-10-14,Travel
505080,M,27,184.23,2023-01-26,Market
739040,M,33,31,2023-02-21,Clothing
83473,M,71,298.01,2023-06-10,Clothing
515467,,65,80.46,2023-03-09,Market
84425,M,35,108.33,2023-04-14,Clothing
392495,F,66,116.44,2023-07-11,Cosmetic
249340,F,66,189.43,2023-02-05,Electronics
330383,M,23,124.48,2023-04-11,Electronics
201614,F,43,102.14,2023-02-08,Cosmetic
819369,F,69,68.62,2023-08-29,Clothing
495474,F,72,290.85,2023-02-12,Electronics
459106,F,75,140.31,2023-03-08,Market
303750,F,31,18.08,2023-01-16,Cosmetic
88806,F,59,585.37,2023-03-06,Electronics
799441,,51,740.69,2023-01-30,Travel
493207,F,45,1144.91,2023-06-27,Travel
358790,M,62,179.37,2023-08-20,Cosmetic
798285,F,25,805.69,2023-03-02,Electronics
710216,M,27,236.13,2023-02-27,Clothing
64509,F,63,193.2,2023-10-06,Cosmetic
898285,F,18,510.7,2023-03-23,Electronics
983711,F,22,128.42,2023-01-25,Clothing
480419,F,20,434.98,2023-03-04,Market
761023,F,38,27.16,2023-02-08,Cosmetic
403021,M,38,81.14,2023-04-25,Electronics
94421,F,26,94.62,2023-07-30,Electronics
686788,F,75,269.31,2023-05-09,Clothing
86264,F,31,111.67,2023-05-11,Clothing
995455,M,35,95,2023-06-19,Restaurant
407334,M,53,169.59,2023-08-17,Market
588464,M,62,173.02,2023-01-20,Electronics
158468,F,40,463.87,2023-06-16,Electronics
4373,M,67,166.92,2023-10-02,Electronics
591087,,25,87.97,2023-10-09,Restaurant
996556,F,37,77.27,2023-03-21,Clothing
849095,F,30,188.14,2023-08-08,Clothing
343494,M,23,45.94,2023-06-01,Cosmetic
564736,,34,2533.71,2023-01-31,Travel
116943,F,67,137.34,2023-05-12,Clothing
120339,M,51,179.86,2023-02-03,Market
772837,F,33,463.46,2023-08-22,Market
474613,F,35,48.25,2023-01-30,Clothing
553916,F,42,471.78,2023-07-12,Electronics
282805,F,27,209.2,2023-01-14,Electronics
614037,F,46,28.21,2023-02-15,Restaurant
403064,M,21,251.75,2023-06-23,Clothing
638053,F,24,294.39,2023-05-13,Clothing
980421,M,54,920,2023-03-07,Electronics
880984,F,73,117.54,2023-06-15,Clothing
858426,M,71,2781.6,2023-01-27,Travel
711222,,44,2626.16,2023-07-03,Travel
522270,F,67,407.54,2023-01-07,Market
277742,M,45,244.47,2023-09-14,Electronics
743495,M,53,152,2023-05-30,Cosmetic
835941,F,40,36.84,2023-04-25,Clothing
913385,M,68,61.81,2023-04-15,Market
472813,M,73,39.37,2023-08-05,Restaurant
616582,M,44,64.84,2023-09-20,Restaurant
543780,F,24,87.89,2023-01-04,Cosmetic
459423,M,25,69.82,2023-03-16,Restaurant
126359,M,19,52.59,2023-09-19,Cosmetic
32955,M,21,50.06,2023-01-30,Restaurant
78231,M,45,70.45,2023-07-21,Cosmetic
662824,F,73,274.57,2023-06-07,Market
537824,F,74,87.24,2023-06-23,Market
549054,F,70,270.38,2023-05-04,Clothing
870423,,25,870.72,2023-05-26,Electronics
79229,F,38,233.08,2023-02-05,Market
442764,F,26,98.33,2023-02-11,Market
981234,F,59,268.21,2023-08-12,Market
566918,F,58,93.34,2023-02-04,Cosmetic
318855,M,75,51.08,2023-08-04,Cosmetic
778746,F,69,781.06,2023-01-07,Travel
775443,M,33,53.98,2023-07-21,Restaurant
414733,F,20,351.71,2023-03-14,Market
936732,M,75,109.68,2023-09-12,Cosmetic
424884,M,33,10.39,2023-04-23,Restaurant
489612,,40,144.14,2023-10-13,Clothing
430465,F,69,252.81,2023-06-09,Clothing
112822,F,44,1635.77,2023-02-11,Travel
678070,,57,79.24,2023-01-07,Clothing
623894,M,74,111,2023-10-03,Clothing
808251,F,71,409.05,2023-07-06,Electronics
207772,M,68,196.12,2023-04-08,Market
961921,,67,78.22,2023-09-19,Electronics
898263,,65,784.08,2023-07-11,Electronics
705116,M,70,1139,2023-07-03,Travel
458722,F,58,200.53,2023-08-08,Clothing
848047,F,54,1836.03,2023-03-07,Travel
313399,F,54,107.87,2023-06-22,Market
659405,F,60,185.19,2023-02-10,Market
657152,M,38,30.31,2023-03-08,Cosmetic
24824,M,25,109.88,2023-06-20,Clothing
871150,F,43,15.57,2023-07-29,Restaurant
782811,M,31,814.26,2023-06-11,Electronics
926983,,53,450.58,2023-08-07,Market
682847,F,44,174.93,2023-02-22,Cosmetic
817517,M,36,171.55,2023-03-04,Clothing
690083,,36,196.65,2023-09-08,Cosmetic
84630,F,51,256.05,2023-01-22,Clothing
962339,F,51,1544.35,2023-09-20,Travel
881207,M,75,1843.15,2023-02-13,Travel
701442,,56,189.78,2023-04-11,Market
314361,F,70,1922.51,2023-02-22,Travel
243281,F,64,553.73,2023-06-15,Electronics
304204,F,74,20.37,2023-08-05,Restaurant
944298,,18,18.63,2023-06-23,Cosmetic
406978,M,65,49.93,2023-05-06,Cosmetic
819780,F,63,1358.2,2023-01-28,Travel
313755,,62,2042,2023-02-12,Travel
112293,F,52,15.98,2023-08-07,Market
516978,,50,182.91,2023-01-31,Electronics
674753,M,21,813.24,2023-03-18,Electronics
380257,M,48,46.08,2023-03-14,Restaurant
152934,M,64,880.52,2023-07-22,Electronics
69929,M,50,111.46,2023-08-01,Cosmetic
200762,F,21,1964.5,2023-06-04,Travel
507923,,46,751.8,2023-04-07,Electronics
431889,M,44,1083.53,2023-05-25,Travel
718177,M,20,487.2,2023-07-11,Electronics
722072,,39,2369.78,2023-05-16,Travel
752750,M,67,236.76,2023-08-13,Clothing
524029,F,63,1210.97,2023-06-26,Travel
750860,F,61,65.99,2023-06-04,Clothing
901227,M,73,19.83,2023-09-16,Cosmetic
534370,F,22,438.04,2023-06-03,Market
383955,M,34,75.19,2023-10-04,Electronics
690625,F,61,840.21,2023-05-21,Travel
569650,M,36,165.05,2023-04-19,Cosmetic
28475,,27,52.74,2023-04-13,Restaurant
520493,M,36,131.03,2023-05-27,Electronics
735880,M,70,691.76,2023-02-06,Electronics
725354,M,25,2778.4,2023-04-09,Travel
754064,M,18,259.55,2023-07-26,Electronics
833091,M,68,787.51,2023-06-22,Travel
996495,M,32,170.9,2023-02-17,Clothing
21376,F,20,256.46,2023-03-03,Clothing
344603,F,43,1984.58,2023-09-20,Travel
790341,F,55,252.63,2023-05-18,Market
778779,M,42,178.25,2023-07-28,Clothing
618401,F,36,195.41,2023-10-11,Market
524919,M,74,486.41,2023-08-19,Electronics
220794,F,69,884.52,2023-01-03,Electronics
797749,F,60,814.6,2023-02-09,Travel
814858,M,75,2058.2,2023-10-04,Travel
179118,F,30,507.55,2023-03-03,Electronics
39076,F,51,175.92,2023-06-20,Market
702240,M,65,210.19,2023-07-19,Market
768819,,42,21.6,2023-01-14,Restaurant
982716,M,58,43.18,2023-03-04,Cosmetic
425485,,67,16.99,2023-04-17,Cosmetic
738960,F,29,1123.44,2023-08-11,Travel
107258,F,59,33.98,2023-02-06,Restaurant
497473,F,33,66.46,2023-04-24,Clothing
480990,F,41,401.77,2023-01-27,Market
281077,F,43,13.8,2023-07-31,Restaurant
949193,M,49,987.25,2023-01-17,Electronics
674232,F,49,234.72,2023-04-22,Clothing
161027,M,27,49.38,2023-09-16,Restaurant
26852,F,72,90.72,2023-09-14,Clothing
851867,F,64,88.54,2023-04-16,Clothing
36963,F,28,136.74,2023-02-08,Clothing
435291,F,35,61.28,2023-09-02,Restaurant
267888,F,36,44.57,2023-05-05,Restaurant
821405,F,44,1385.54,2023-09-01,Travel
535743,F,55,284.55,2023-05-14,Electronics
789253,M,68,31.55,2023-09-09,Clothing
17229,F,25,51.68,2023-04-20,Restaurant
23392,F,46,132.03,2023-05-29,Cosmetic
784188,M,62,270.79,2023-08-17,Market
419111,F,65,489.39,2023-03-30,Electronics
747812,M,73,73.91,2023-08-08,Restaurant
652240,,61,2095.25,2023-08-25,Travel
606267,F,38,2805.63,2023-07-03,Travel
747648,F,71,2270.08,2023-07-26,Travel
710357,F,50,758.06,2023-02-11,Electronics
387352,F,32,304.99,2023-08-08,Market
328071,M,20,1796.95,2023-04-03,Travel
836429,M,66,213.56,2023-08-22,Electronics
826726,,63,219.19,2023-06-11,Clothing
983954,F,54,1454.32,2023-06-07,Travel
160018,F,35,170.3,2023-04-06,Cosmetic
336044,F,41,53.44,2023-04-30,Cosmetic
683521,F,48,481.14,2023-04-06,Electronics
83677,M,38,86.49,2023-02-07,Cosmetic
540852,M,53,54.61,2023-02-01,Market
649549,F,55,544.06,2023-03-02,Electronics
230779,M,18,797.6,2023-04-11,Electronics
534099,M,30,105.12,2023-05-14,Cosmetic
288549,,41,38.04,2023-08-14,Restaurant
251492,M,65,127.24,2023-07-07,Cosmetic
157687,F,66,139.98,2023-04-16,Clothing
630302,M,30,175.34,2023-03-08,Cosmetic
870891,F,67,327.74,2023-09-06,Electronics
5266,M,73,470.87,2023-04-25,Market
353161,M,61,298.05,2023-01-01,Clothing
636818,F,28,180.91,2023-09-22,Cosmetic
89891,M,58,1997.94,2023-03-07,Travel
248567,M,23,309.2,2023-07-21,Electronics
282395,M,42,69.28,2023-10-11,Cosmetic
499821,M,56,22.51,2023-06-15,Clothing
531596,M,75,72.73,2023-06-28,Electronics
746183,M,52,113.78,2023-09-22,Cosmetic
33114,F,19,687.59,2023-06-18,Electronics
367878,M,54,43.45,2023-08-31,Restaurant
796242,M,18,295.14,2023-02-20,Clothing
36382,F,26,90.85,2023-01-20,Restaurant
844898,F,23,405.58,2023-03-24,Market
964366,M,58,78.03,2023-05-08,Cosmetic
470391,,43,119.54,2023-03-15,Cosmetic
434885,F,20,817.66,2023-03-10,Travel
550721,M,63,387.62,2023-03-23,Market
316748,F,29,48.73,2023-05-15,Restaurant
882763,M,52,714.43,2023-01-03,Electronics
38918,M,41,73.61,2023-08-22,Clothing
856901,F,24,166.53,2023-06-18,Cosmetic
946215,M,67,462.96,2023-10-11,Market
907321,F,65,145.07,2023-09-09,Clothing
497568,,65,118.74,2023-07-30,Clothing
467175,F,56,892.66,2023-03-09,Electronics
626544,F,54,514.65,2023-05-03,Electronics
178717,M,69,170.86,2023-05-10,Clothing
670622,M,69,18.76,2023-05-20,Restaurant
346778,M,43,842.34,2023-05-18,Electronics
265423,M,64,323.98,2023-10-05,Market
172083,F,46,270.07,2023-03-26,Market
983669,F,30,426.25,2023-03-28,Electronics
388985,F,72,40.53,2023-07-02,Cosmetic
729902,,66,64.11,2023-03-25,Market
813085,F,57,76.69,2023-06-24,Clothing
165536,F,65,351.69,2023-10-02,Travel
159794,M,42,182.91,2023-04-05,Cosmetic
50423,M,18,336.52,2023-03-08,Market
603720,M,45,57.86,2023-03-15,Restaurant
602739,F,46,227.49,2023-03-05,Clothing
484809,M,55,350.46,2023-09-09,Market
423553,M,48,784.4,2023-04-02,Travel
957349,F,46,314.13,2023-06-21,Electronics
915335,F,36,100.78,2023-05-21,Cosmetic
35116,,22,68.59,2023-05-06,Market
84277,F,40,415.64,2023-04-04,Market
799666,F,51,145.88,2023-03-12,Clothing
457593,M,75,201.14,2023-07-18,Clothing
987667,F,20,32.06,2023-02-10,Cosmetic
73033,M,29,70.29,2023-08-16,Restaurant
464840,M,30,104.41,2023-05-11,Clothing
609706,F,26,191.05,2023-04-11,Cosmetic
308819,F,67,117.92,2023-01-26,Cosmetic
813725,F,70,293.9,2023-03-23,Clothing
140070,F,45,435.44,2023-07-18,Market
903517,M,43,2523.46,2023-02-28,Travel
883464,F,60,146.28,2023-01-01,Market
74105,,62,200.94,2023-01-19,Clothing
658835,F,54,2300.42,2023-10-12,Travel
538129,F,37,383.16,2023-06-05,Electronics
580490,F,59,126.89,2023-04-24,Market
902384,M,32,61.53,2023-09-21,Clothing
472320,F,30,576,2023-04-30,Travel
489,F,58,179.52,2023-09-03,Clothing
882026,F,18,2374.26,2023-10-10,Travel
30940,M,60,721.65,2023-09-24,Travel
211294,M,19,2677.67,2023-01-21,Travel
627065,,45,68.25,2023-01-22,Cosmetic
380842,,20,91.61,2023-06-26,Cosmetic
425802,F,21,253.81,2023-03-12,Clothing
993627,M,31,398.74,2023-05-07,Market
596290,M,19,103.69,2023-04-29,Clothing
605642,F,43,787.2,2023-01-30,Electronics
914929,M,26,229.25,2023-02-08,Market
784190,M,32,105.87,2023-04-04,Clothing
75855,M,25,424.26,2023-09-13,Electronics
232726,M,29,167.01,2023-03-27,Clothing
180842,M,29,20.46,2023-08-29,Restaurant
782843,F,42,458.07,2023-07-19,Market
612528,F,28,95.74,2023-03-23,Clothing
787373,M,56,63.46,2023-03-07,Clothing
312942,M,53,60.95,2023-02-04,Restaurant
304821,,49,119.32,2023-05-22,Market
107800,F,21,811.7,2023-10-05,Travel
495729,F,57,12.61,2023-02-13,Restaurant
923304,F,47,75.59,2023-01-18,Market
997372,F,65,26.68,2023-06-23,Cosmetic
880811,F,25,42.88,2023-01-26,Cosmetic
581593,F,47,2388.18,2023-07-31,Travel
702316,F,39,878.07,2023-05-08,Travel
699723,M,50,105.78,2023-01-08,Market
756283,M,28,132.59,2023-03-03,Clothing
673195,M,70,191.65,2023-01-02,Cosmetic
470005,M,43,1697,2023-07-01,Travel
299938,F,26,2209.77,2023-06-20,Travel
765973,F,52,358.05,2023-08-08,Electronics
303324,M,18,375.59,2023-06-04,Market
911792,M,24,55.67,2023-09-17,Restaurant
258334,M,67,175.99,2023-05-05,Cosmetic
475432,M,43,13.24,2023-05-25,Restaurant
156074,F,51,438.94,2023-03-31,Electronics
703380,,38,134.49,2023-01-13,Clothing
424252,F,31,130.9,2023-07-18,Market
159833,M,65,285.84,2023-08-03,Clothing
472339,F,40,16.47,2023-06-02,Cosmetic
850508,M,29,52.77,2023-01-26,Clothing
274353,F,30,86.8,2023-09-07,Market
438669,F,19,190.87,2023-02-15,Cosmetic
229734,F,67,193.46,2023-02-21,Electronics
402451,F,29,472.03,2023-05-01,Market
11073,F,73,397.53,2023-06-17,Market
342799,F,56,2015.42,2023-03-12,Travel
371811,F,42,442.53,2023-06-08,Electronics
227744,M,75,101.22,2023-03-31,Clothing
100383,M,20,83.88,2023-07-15,Market
693514,,18,161.28,2023-10-05,Electronics
175032,M,50,204.55,2023-05-30,Clothing
93406,F,47,238.02,2023-05-08,Clothing
359570,F,20,2214.47,2023-01-26,Travel
33451,M,56,657.81,2023-09-10,Electronics
411482,M,71,30.01,2023-06-29,Cosmetic
924823,M,27,234.67,2023-06-21,Market
526549,F,55,2345.31,2023-04-02,Travel
638779,F,38,2655.07,2023-06-23,Travel
941745,,73,42.93,2023-07-31,Restaurant
434884,M,31,79.75,2023-03-23,Restaurant
506678,M,57,57.88,2023-07-13,Restaurant
904967,M,47,225.86,2023-09-08,Clothing
640888,M,66,39.26,2023-09-18,Restaurant
181244,M,21,602.44,2023-08-04,Electronics
677628,F,69,90.89,2023-05-06,Restaurant
598052,F,54,987.63,2023-06-24,Electronics
948475,F,20,2553.43,2023-08-21,Travel
249915,F,57,667.81,2023-06-11,Electronics
596786,F,66,209.54,2023-05-09,Electronics
49691,M,49,261.2,2023-04-10,Clothing
568649,M,30,91.92,2023-06-20,Restaurant
798907,M,57,210.84,2023-04-09,Market
968838,M,30,287.95,2023-02-24,Clothing
117895,F,38,238.65,2023-05-05,Clothing
551569,M,68,262.24,2023-06-25,Clothing
125072,M,50,736.4,2023-05-10,Travel
7268,F,75,25.53,2023-02-13,Restaurant
214191,M,33,309.08,2023-05-29,Market
7117,,39,245.09,2023-08-03,Clothing
592590,F,64,162.83,2023-04-12,Clothing
391783,M,34,545.89,2023-09-02,Travel
669507,F,22,71.79,2023-05-28,Restaurant
347136,F,34,396.85,2023-10-14,Market
603235,M,56,116.25,2023-01-19,Cosmetic
598705,M,38,69.86,2023-04-02,Cosmetic
243855,M,55,703.62,2023-07-11,Travel
176603,F,73,77.79,2023-08-24,Electronics
722070,M,37,71.75,2023-03-15,Restaurant
313203,F,48,2620.86,2023-06-26,Travel
797326,F,62,79.03,2023-07-05,Cosmetic
807489,F,73,65.41,2023-06-24,Restaurant
82938,M,18,685.01,2023-01-14,Electronics
381664,,25,198.96,2023-01-12,Market
692408,M,30,62.48,2023-07-01,Cosmetic
74973,F,19,67.57,2023-03-04,Cosmetic
132758,M,50,157.67,2023-03-17,Electronics
950198,F,26,177.52,2023-08-22,Electronics
612838,M,44,50.88,2023-08-05,Clothing
109755,F,36,77.06,2023-04-07,Clothing
690392,,37,462.42,2023-08-28,Electronics
418642,M,27,19.64,2023-07-08,Restaurant
400816,F,28,378.29,2023-02-17,Market
872238,F,72,14.02,2023-10-09,Restaurant
926383,F,64,2423.43,2023-08-24,Travel
109424,,40,183.11,2023-04-21,Cosmetic
405097,F,35,67.05,2023-03-24,Cosmetic
570205,F,63,396.85,2023-02-27,Market
881788,M,48,192.57,2023-05-16,Market
320401,M,67,929.68,2023-04-01,Electronics
444894,M,18,223.24,2023-05-15,Clothing
596675,F,25,988.82,2023-08-25,Electronics
904376,F,33,292.02,2023-07-05,Clothing
554959,F,19,269.86,2023-05-07,Clothing
967041,F,61,208.15,2023-07-10,Electronics
592697,,58,53.22,2023-03-06,Cosmetic
206327,M,33,60.78,2023-08-27,Restaurant
153560,,58,18.49,2023-07-23,Market
421293,M,65,928.7,2023-09-29,Travel
537872,M,65,97.91,2023-06-28,Clothing
201795,F,69,77.15,2023-03-01,Restaurant
856400,,64,1175.6,2023-08-27,Travel
574640,M,42,169.41,2023-04-06,Cosmetic
215844,,19,458.19,2023-06-11,Market
440,,65,148.52,2023-06-28,Cosmetic
884477,F,51,31.63,2023-04-01,Restaurant
529974,,50,82.6,2023-04-10,Electronics
614902,F,42,533.15,2023-09-18,Electronics
150529,M,56,113.14,2023-02-01,Clothing
437367,F,18,205.58,2023-02-09,Market
219854,F,47,183.13,2023-07-15,Travel
772138,M,61,41.57,2023-05-01,Restaurant
325653,M,54,2889.12,2023-10-01,Travel
772562,M,21,88.44,2023-01-29,Market
246980,F,36,71.69,2023-06-02,Restaurant
304848,F,62,122.39,2023-04-20,Electronics
517062,M,19,20.69,2023-05-10,Market
400317,F,44,1455.7,2023-08-08,Travel
728576,M,50,31.03,2023-01-27,Restaurant
791234,F,55,2335.52,2023-06-27,Travel
744995,F,50,84.46,2023-05-27,Clothing
765568,,55,169.74,2023-05-30,Market
633900,F,19,32.07,2023-01-23,Clothing
872449,,59,323.41,2023-07-30,Electronics
952963,M,42,50.39,2023-09-07,Cosmetic
236441,F,69,326.09,2023-09-14,Market
7651,F,57,1981.81,2023-02-24,Travel
178068,M,42,22.83,2023-05-31,Restaurant
940966,F,22,288.66,2023-10-11,Clothing
364717,F,43,440.27,2023-03-23,Market
495050,,75,138.16,2023-01-28,Clothing
395180,F,30,82.99,2023-08-13,Market
930366,M,32,78.96,2023-10-03,Restaurant
986064,M,63,129.06,2023-09-27,Clothing
369721,M,75,106.12,2023-08-26,Market
557334,M,42,436.26,2023-06-26,Electronics
198398,M,35,869.52,2023-03-02,Electronics
668635,M,69,80.81,2023-04-16,Clothing
628575,M,31,591.55,2023-06-07,Electronics
157086,M,65,32.76,2023-05-10,Restaurant
117187,F,26,88.74,2023-05-12,Restaurant
165692,M,48,217.15,2023-10-03,Market
39149,F,71,13.74,2023-01-24,Cosmetic
176275,M,65,208.54,2023-08-17,Clothing
665242,F,32,1774.07,2023-09-29,Travel
116777,M,27,1277.68,2023-09-23,Travel
418331,F,56,132.9,2023-03-11,Clothing
461632,M,41,18.89,2023-01-23,Market
234827,M,70,73,2023-04-04,Restaurant
497565,M,41,101.79,2023-09-08,Cosmetic
200909,M,47,74.55,2023-08-19,Restaurant
838202,F,25,136.3,2023-03-13,Cosmetic
333638,F,58,753.87,2023-05-22,Travel
815504,F,54,78.02,2023-09-24,Restaurant
163415,F,34,762.78,2023-02-24,Travel
624644,M,71,434.04,2023-03-25,Electronics
852464,M,49,61.28,2023-05-30,Cosmetic
804301,M,42,306.56,2023-06-22,Market
936910,M,26,273.36,2023-04-15,Market
85379,,46,141.53,2023-10-06,Travel
443150,F,18,105.03,2023-05-22,Market
715503,M,39,22.04,2023-09-03,Cosmetic
570237,F,18,392.65,2023-02-13,Market
948654,,58,897.44,2023-09-24,Electronics
715231,M,51,90.78,2023-01-14,Restaurant
260265,M,33,60.27,2023-04-05,Clothing
49917,M,31,196.53,2023-06-12,Cosmetic
203598,F,72,171.52,2023-06-26,Market
